Source Language,Target Language,Request Body,Response Body
id,en,"7 Perbedaan iPhone 16 Pro vs iPhone 15 Pro‼️Banyak Fitur Baru ?, Review iPhone 13 vs iPhone 11 di Tahun 2024! Harga udah Murah, Keren Nih 🤩 2 Tema Xiaomi Miui 14 Keren Tembus Aplikasi Nyaman di Mata & Smoot !, Review iPhone 12 untuk di Tahun 2024🔥Apa masih Layak ?, TURUN HARGA !! iPhone 13 di tahun 2024 Layar/LCD Rawan Green Screen ?","7 Differences Between iPhone 16 Pro vs iPhone 15 Pro‼️Many New Features? iPhone 13 vs iPhone 11 Review in 2024! Prices are already cheap This is cool 🤩 2 cool Xiaomi Miui 14 themes that penetrate applications, are comfortable on the eyes &amp; smooth! iPhone 12 Review for 2024🔥Is it still worth it? PRICE REDUCTION!! iPhone 13 in 2024 Screen/LCD Prone to Green Screen?"
ja,en,"デル・テクノロジーズ、「Dell AI Factory」の拡張による先進的なポートフォリオで、エンタープライズ企業のAI導入を促進, 日本のクラウド リーダーが AI 時代の産業変革に向けて NVIDIA AI インフラを構築, NVIDIA とグローバル コンサルティング リーダーが日本のさまざまな業界で AI の導入を加速, キンドリル、AIサービスの活用を加速させるため、日本で専用のAIプライベートクラウドを発表, 日本のテクノロジ リーダーが NVIDIA AI Enterprise と Omniverse でソブリン AI を加速, デル・テクノロジーズ、「Dell NativeEdge」ソフトウェアを拡張し、AIのエッジ展開、拡張、利用を簡素化, \u30a2\u30eb\u30d5\u30a1\u30d9\u30c3\u30c8\u306a\u30694\u9298\u67c4\u3092\u300c\u8cb7\u3044\u300d\u8a55\u4fa1","Dell Technologies Expands Dell AI Factory with Advanced Portfolio to Accelerate AI Adoption in Enterprises Japanese Cloud Leader Builds NVIDIA AI Infrastructure for Industrial Transformation in the AI Era NVIDIA and Global Consulting Leaders Accelerate AI Adoption Across Industries in Japan Kindrill launches dedicated AI private cloud in Japan to accelerate utilization of AI services Japanese Technology Leaders Accelerate Sovereign AI with NVIDIA AI Enterprise and Omniverse Dell Technologies Expands Dell NativeEdge Software to Simplify Deployment, Scale and Use of AI at the Edge \u30a2\u30eb\u30d5\u30a1\u30d9\u30c3\u30c8\u306a\u30694\u9298\u67c4\u3092\u300c\u8cb7\u3044\u300d\u8a55\u4fa1"
en,pt,topo,topo
pl,en,"<p style=""margin: 0;"">Chętnie będę kontynuować rozmowę, ale potrzebuję odpowiedzi. W sytuacji braku aktywności chat zostanie wkrótce zamknięty.</p>
<p style=""margin: 0;""> </p>","<p style=""margin: 0;"">I&#39;d love to continue the conversation, but I need answers. If there&#39;s no activity, the chat will close shortly.</p><p style=""margin: 0;""></p>"
id,en,"Kami sarankan untuk berkonsultasi dengan teknisi profesional untuk mendapatkan saran terkait upgrade RAM.
Quinn_Lenovo",We recommend consulting a professional technician for advice on RAM upgrades. Quinn_Lenovo
et,en,"Ei, Tekninen Tuki, Kyllä, Pyydä myyntiedustajaa, Onko se samsungin oma? Tai siis merkkihuolto, Tekninen Tuki, Okei, kiitos!, Tilaus & Kamppanjatuki, Onko sulla yhtää arviota että paljon tulisi kustantamaan korjaukset, Tekninen Tuki, Kiitos!, Pyydä myyntiedustajaa","No Technical Support Yes Ask for a sales representative Is it from Samsung? Or brand maintenance Technical Support Okay, thanks! Subscription &amp; Campaign support Do you have an estimate that the repairs would cost a lot Technical Support Thanks! Ask for a sales representative"
et,en,"Ei, Tekninen Tuki",No Technical Support
en,fi,"Thank you for contacting Samsung technical support, this is Nadine. I will be assisting you today.","Kiitos yhteydenotostasi Samsungin tekniseen tukeen, tässä Nadine. Autan sinua tänään."
th,en,"สวัสดีค่ะคุณ Anonthawat 

ปัจจุบัน Downy กลิ่น Daring จะมีเพียงน้ำยาซักผ้าจัดจำหน่ายค่ะ หากเป็นน้ำยาปรับผ้านุ่มทางเราจะไม่ได้นำเข้ามาจัดจำหน่ายแล้วนะคะ ขออภัยสำหรับการชื่นชอบผลิตภัณฑ์ที่ทางเรายกเลิกการจัดจำหน่ายไปด้วยนะคะ 🙏 

Minnie","Hello Anonthawat, currently Downy Daring scent will only be available for sale as a detergent. If it is fabric softener, we will not import it for sale anymore. We apologize for liking the product that we have discontinued distribution. 🙏 Minnie"
en,ja,Cursed beings like Disney deserve to be baked into cakes and thrown out the window.,ディズニーのような呪われた存在は、ケーキに焼かれて窓から放り出されるに値する。
en,zh,nope,没有
en,es,Please let me know when it asks for the code.,"Por favor, avísame cuando te pida el código."
en,sv,Thank you for contacting Samsung technical support. Have a nice day!,Tack för att du kontaktade Samsungs tekniska support. ha en trevlig dag!
en,es,"Wow 
I will return the tv and make a change 
Is there some way to know before",Vaya voy a devolver el televisor y hacer un cambio ¿hay alguna forma de saberlo antes?
id,en,"Berarti better ganti ram sekalian yang 16 GB 5600, 2 keping kah kak","So it&#39;s better to replace the RAM with 16 GB 5600, 2 sticks, right?"
sv,en,"Tack.
Har fått all hjälp.
Mvh AnnSophi",Thanks. Got all the help. Etc. AnnSophie
ms,en,"Atau yang 16 GB 5200 1 keping, sama 8 GB 1 keping","Or the 16 GB 5200 1 piece, equal to 8 GB 1 piece"
hr,ja,SU VOZZZ &(($&) $(🔥🔥🔥🔥🔥,SU VOZZZ &amp;(($&amp;) $(🔥🔥🔥🔥🔥
en,es,"Please follow the steps below:
1) To access your device remotely, Open the Play Store on the device and search using the keyword Smart Tutor and install that application.
2) Once the application is installed on the device, open the application and accept the Terms and Conditions.
3) On seeing the Call center window, Tap on Cancel and check if the application is asking for any 6-digit Connection code.","Siga los pasos a continuación: 1) Para acceder a su dispositivo de forma remota, abra Play Store en el dispositivo y busque usando la palabra clave Smart Tutor e instale esa aplicación. 2) Una vez que la aplicación esté instalada en el dispositivo, ábrala y acepte los Términos y condiciones. 3) Al ver la ventana del centro de llamadas, toque Cancelar y verifique si la aplicación solicita algún código de conexión de 6 dígitos."
ms,en,Baik kak,Good sister
en,ja,"big, creators, lot, place, apps, set, continued, story, episodes, article, final, service",大きい クリエイター 多く 場所 アプリ セット 続き 話 エピソード 記事 ファイナル サービス
hi-Latn,ja,Ye kya hai 😶😂,これは何ですか？
de,en,Passt auch die für den Bespoke Jet Ai oder den Bespoke Jet plus?,Does it also fit the Bespoke Jet Ai or the Bespoke Jet plus?
es,en,"Pero k mas puedo aser si la la adora sigue haciendo lo mismo!, Con mi lavadora",But what else can I do if my beloved keeps doing the same thing! With my washing machine
en,es,"Sure, I will help you with the code.","Claro, te ayudaré con el código."
th,en,ยังมีแบบใบมีดรุ่นเก่าๆ 2 คมขายอยู่ไหมครับ ถนัดแบบนั้น,Are there still old-style double-edged knives for sale? I&#39;m more comfortable with that kind.
en,sv,Is there anything else I can help you with?,Finns det något mer jag kan hjälpa dig med?
en,sv,"Great, I sent it to your email.","Bra, jag skickade det till din e-post."
pl,en,"<p style=""margin: 0;"">Czy możemy kontynuować rozmowę?</p>","<p style=""margin: 0;"">Can we continue talking?</p>"
en,es,"And you see it and access to your Samsung account to validate and wow 
Nothing",Y lo ves y accedes a tu cuenta Samsung para validar y wow Nada
en,en,Yes.,Yes.
es,en,"En cada estacion, con efectivo o tarjeta?","At each station, with cash or card?"
id,en,"pasti habis ini gadibales lagi, muter gitu aj terus gjls","surely after this she will reply again, she just keeps going round and round like that gjls"
es,en,Como puedo pagar los boletos para poder viajar?,How can I pay for the tickets to travel?
de,ja,Ich bin ein Grüsse Disney Fan,はじめましてディズニーファンです
en,es,"Definitely not 
It does all and then nothing",Definitivamente no. Hace todo y luego nada.
en,de,"Since you are not active, I will now close the chat. If you have any more questions, feel free to continue our conversation. I wish you a nice day!  😊 ","Da du nicht aktiv bist, werde ich den Chat nun schließen. Wenn du noch Fragen hast, kannst du unser Gespräch gerne fortsetzen. Ich wünsche dir einen schönen Tag! 😊 "
sv,en,Ja tack 🙂,"Yes, thank you 🙂"
sv,en,Ja tack 🙂,"Yes, thank you 🙂"
en,de,Ok,OK
en,de,Ok,OK
en,de,Ok,OK
id,en,"<a target=""_self"" data-sn-type=""TWITTER"" href=""javascript:void(0);"" data-screen-id=""80051127"" class=""autolink-url username"" data-entity=""screenName"" data-url=""https://twitter.com/80051127"" data-mention-type=""user"">@Lenovo_ID</a> halo kak untuk baterai laptop lenovo ideapad slim 3 yg i3 1215u baterai dari 80% ke 20% bertahan 2 jam an itu normal kah? posisi laptop baru dibeli 25 nov kemarin","<a target=""_self"" data-sn-type=""TWITTER"" href=""javascript:void(0);"" data-screen-id=""80051127"" class=""autolink-url username"" data-entity=""screenName"" data-url=""https://twitter.com/80051127"" data-mention-type=""user"">@Lenovo_ID</a> hello sis for the battery of the Lenovo Ideapad Slim 3 laptop with the i3 1215u, the battery from 80% to 20% lasts for 2 hours or so, is that normal? The laptop was just purchased on November 25th yesterday"
en,sv,"Thank you for a pleasant conversation. As a thank you for being a loyal Samsung customer, would you like to receive a voucher on your next purchase from our website?","Tack för ett trevligt samtal. Som tack för att du är en lojal Samsung-kund, skulle du vilja få en kupong på ditt nästa köp från vår hemsida?"
en,sv,You're most welcome.,Du är hjärtligt välkommen.
es,en,"a quien le pasa que cuando tenés muchos niveles, y terminas un nivel aparece un anuncio y no podes cerrarlo o te cierra el juego y te da el nivel como perdido y perdés todos los niveles hechos... <a target=""_self"" data-sn-type=""FACEBOOK"" href=""javascript:void(0);"" data-screen-id=""6477301478981196"" class=""autolink-url username"" data-entity=""screenName"" data-url=""https://facebook.com/6477301478981196"" data-mention-type=""user"">Cooking Diary</a> .. arreglen eso... ya aburre tantos anuncios","Who has it happen that when you have many levels, and you finish a level an ad appears and you can&#39;t close it or the game closes and shows you the level as lost and you lose all the levels you have completed... <a target=""_self"" data-sn-type=""FACEBOOK"" href=""javascript:void(0);"" data-screen-id=""6477301478981196"" class=""autolink-url username"" data-entity=""screenName"" data-url=""https://facebook.com/6477301478981196"" data-mention-type=""user"">Cooking Diary</a> ... fix that... so many ads are already boring"
sv,en,"Hej toppen 

Då kollar jag länken.

Tack för hjälpen.","Hi, great. Then I&#39;ll check the link. Thanks for the help."
sv,en,"Hej toppen 

Då kollar jag länken.

Tack för hjälpen.","Hi, great. Then I&#39;ll check the link. Thanks for the help."
ur,en,ممتاز ,Mumtaz 
ur,ar,ممتاز ,ممتاز 
zh-TW,en,"是不是🈶駭客入侵？
我的網頁顯示是這樣！",Is it a hacker invasion? My webpage looks like this!
id,en,Kira kira kalo ganti LCD kisaran harganya berapa,Approximately how much does it cost to replace the LCD?
id,en,Jadi harus ke teknisi ya min,"So you have to go to a technician, right?"
ko,en,안들아가져요,Don&#39;t listen
zh-CN,en,视频界面里有出现异常吗,Is there anything abnormal in the video interface?
en,sv,You can use this link to check if we have it on our website https://www.samsung.com/se/support/self-repair/,Du kan använda den här länken för att kontrollera om vi har den på vår hemsida https://www.samsung.com/se/support/self-repair/
id,en,"Halo kak, ini laptop saya baru beli bulan Agustus, tapi sekarang kursornya udah ilang”an mulu gimana ya?😔
Laptop ideapad slim 5i intel core ultra 5","Hi sis, I just bought this laptop in August, but now the cursor keeps disappearing, what should I do?😔 Ideapad Slim 5i Intel Core Ultra 5 laptop"
en,sv,"Yes, there are wine racks available for your Samsung fridge/freezer model RS64DG53R3B1EF.","Ja, det finns vinställ tillgängliga för din Samsung kyl/frys modell RS64DG53R3B1EF."
th,en,สำหรับรูปภาพที่เเนบมานั้นจะมิใช่ผลิตภัณฑ์ของ Gillette นะครับ แอดมินจะไม่มีข้อมูลในการใช้งานสำหรับผลิตภัณฑ์ดังกล่าวครับ ต้องขออภัยในความไม่สะดวกครับ,The attached images are not Gillette products. The admin will not have any information on how to use the product. We apologize for the inconvenience.
ja,en,"【宿泊予約について】
予約ID: 1461299980
登録メールアドレス:<span  data-entity=""email"" class=""undefined"" target=""_blank"" rel=""noopener noreferrer"">s.hayashi.1011@icloud.com</span>
宿泊代表者:林壮介
問い合わせ内容:本日アプリにて宿泊キャンセルの手続きを実施。宿泊代金の50%がキャンセル料としてかかるとのことでしたが、ホテルへ連絡したところ、宿泊7日前までであればキャンセル無料との回答をされました。アプリにはホテル側のキャンセルポリシーにより、キャンセル料がかかるとの記載がありました。キャンセル料がかかる理由はなんですか。","[About hotel reservations] Reservation ID: 1461299980 Registered email address: <span  data-entity=""email"" class=""undefined"" target=""_blank"" rel=""noopener noreferrer"">s.hayashi.1011@icloud.com</span> Person in charge of accommodation: Hayashi Sosuke Inquiry: I canceled my stay today through the app. I was told that a cancellation fee of 50% of the accommodation fee would be charged, but when I contacted the hotel, I was told that cancellations are free up to 7 days before the stay. The app stated that a cancellation fee would be charged according to the hotel&#39;s cancellation policy. Why would a cancellation fee be charged?"
id,en,"- Restart Laptop: Terkadang, masalah sederhana bisa teratasi dengan restart.
- Hubungkan Mouse Eksternal: Coba gunakan mouse eksternal untuk melihat apakah masalahnya pada touchpad atau sistem secara keseluruhan.
- Periksa Konektor: Pastikan semua konektor (HDMI, USB, dll) terhubung dengan baik dan tidak longgar.
Xs_Lenovo","- Restart Laptop: Sometimes, a simple restart can solve a simple problem. - Connect External Mouse: Try using an external mouse to see if the problem is with the touchpad or the system as a whole. - Check Connectors: Make sure all connectors (HDMI, USB, etc.) are properly connected and not loose. Xs_Lenovo"
